County,State,market_name
ISSAQUENA,MS,"Rolling Fork, MS"
SHARKEY,MS,"Rolling Fork, MS"
SCOTT,MS,"Scott County, MS"
CHOCTAW,MS,"Starkville, MS"
OKTIBBEHA,MS,"Starkville, MS"
WEBSTER,MS,"Starkville, MS"
STONE,MS,"Stone County, MS"
TALLAHATCHIE,MS,"Charleston, MS"
TIPPAH,MS,"Ripley, MS"
TISHOMINGO,MS,"Iuka, MS"
CALHOUN,MS,"Tupelo, MS"
CHICKASAW,MS,"Tupelo, MS"
ITAWAMBA,MS,"Tupelo, MS"
LEE,MS,"Tupelo, MS"
MONROE *,MS,"Tupelo, MS"
PONTOTOC,MS,"Tupelo, MS"
PRENTISS,MS,"Tupelo, MS"
UNION,MS,"Tupelo, MS"
WALTHALL,MS,"Walthall County, MS"
WARREN,MS,"Warren County, MS"
WASHINGTON,MS,"Greenville, MS"
GREENE *,MS,"Waynesboro, MS"
WAYNE,MS,"Waynesboro, MS"
AMITE *,MS,"Wilkinson-West Amite Counties, MS"
WILKINSON,MS,"Wilkinson-West Amite Counties, MS"
WINSTON,MS,"Louisville, MS"
YAZOO,MS,"Yazoo County, MS"
SMITH,MS,"Smith County, MS"
LAWRENCE,MS,"Lawrence County, MS"
BARRY,MO,"Monett-Aurora, MO"
LAWRENCE *,MO,"Monett-Aurora, MO"
BOONE,MO,"Columbia, MO"
COOPER *,MO,"Columbia, MO"
HOWARD,MO,"Columbia, MO"
BUTLER,MO,"Poplar Bluff, MO"
CARTER,MO,"Poplar Bluff, MO"
DUNKLIN *,MO,"Poplar Bluff, MO"
RIPLEY,MO,"Poplar Bluff, MO"
WAYNE,MO,"Poplar Bluff, MO"
CALDWELL,MO,"Caldwell County, MO"
CLINTON *,MO,"Caldwell County, MO"
DAVIESS *,MO,"Caldwell County, MO"
DEKALB *,MO,"Caldwell County, MO"
CAMDEN,MO,"Lake of the Ozarks, MO"
MILLER,MO,"Lake of the Ozarks, MO"
MORGAN,MO,"Lake of the Ozarks, MO"
ALEXANDER,IL,"Cape Girardeau, MO-IL"
BOLLINGER,MO,"Cape Girardeau, MO-IL"
CAPE GIRARDEAU,MO,"Cape Girardeau, MO-IL"
PULASKI,IL,"Cape Girardeau, MO-IL"
SCOTT *,MO,"Cape Girardeau, MO-IL"
PEMISCOT *,MO,"Caruthersville, MO"
HENRY,MO,"Clinton, MO"
SAINT CLAIR,MO,"Clinton, MO"
CRAWFORD *,MO,"Cuba, MO"
DENT,MO,"Salem, MO"
REYNOLDS *,MO,"Salem, MO"
DUNKLIN *,MO,"Dexter, MO"
NEW MADRID *,MO,"Dexter, MO"
STODDARD,MO,"Dexter, MO"
DOUGLAS,MO,"Ava, MO"
IRON,MO,"Farmington, MO"
MADISON,MO,"Farmington, MO"
SAINT FRANCOIS,MO,"Farmington, MO"
DAVIESS *,MO,"Grundy County, MO"
GRUNDY,MO,"Grundy County, MO"
DAVIESS *,MO,"Harrison County, MO"
GENTRY *,MO,"Harrison County, MO"
HARRISON,MO,"Harrison County, MO"
MERCER,MO,"Harrison County, MO"
TEXAS,MO,"Houston, MO"
CALLAWAY,MO,"Jefferson City, MO"
COLE,MO,"Jefferson City, MO"
GASCONADE *,MO,"Jefferson City, MO"
MARIES *,MO,"Jefferson City, MO"
MONITEAU,MO,"Jefferson City, MO"
OSAGE,MO,"Jefferson City, MO"
JOHNSON *,MO,"Johnson County, MO"
CHEROKEE *,KS,"Joplin, MO-KS"
JASPER,MO,"Joplin, MO-KS"
NEWTON,MO,"Joplin, MO-KS"
BATES *,MO,"Kansas City, MO-KS"
CASS,MO,"Kansas City, MO-KS"
CLAY,MO,"Kansas City, MO-KS"
CLINTON *,MO,"Kansas City, MO-KS"
FRANKLIN,KS,"Kansas City, MO-KS"
JACKSON,MO,"Kansas City, MO-KS"
JOHNSON *,MO,"Kansas City, MO-KS"
JOHNSON,KS,"Kansas City, MO-KS"
LAFAYETTE,MO,"Kansas City, MO-KS"
LEAVENWORTH,KS,"Kansas City, MO-KS"
DUNKLIN *,MO,"Kennett, MO"
ADAIR,MO,"Kirksville, MO"
SCHUYLER,MO,"Kirksville, MO"
KNOX,MO,"Edina, MO"
LACLEDE,MO,"Lebanon, MO"
PIKE,MO,"Louisiana, MO"
MACON,MO,"Macon, MO"
AUDRAIN,MO,"Mexico, MO"
MONTGOMERY *,MO,"Montgomery City, MO"
MARION,MO,"Hannibal, MO"
MONROE *,MO,"Hannibal, MO"
RALLS,MO,"Hannibal, MO"
WRIGHT,MO,"Mountain Grove, MO"
BATES *,MO,"Nevada, MO"
VERNON,MO,"Nevada, MO"
GENTRY *,MO,"Nodaway County, MO"
NODAWAY,MO,"Nodaway County, MO"
MONROE *,MO,"Paris, MO"
PERRY,MO,"Perryville, MO-IL"
RANDOLPH *,IL,"Perryville, MO-IL"
STE. GENEVIEVE *,MO,"Perryville, MO-IL"
BENTON,MO,"Sedalia, Missouri"
COOPER *,MO,"Sedalia, Missouri"
PETTIS,MO,"Sedalia, Missouri"
MARIES *,MO,"Rolla, MO"
PHELPS,MO,"Rolla, MO"
MARIES *,MO,"Fort Leonard Wood, MO"
PULASKI,MO,"Fort Leonard Wood, MO"
RANDOLPH,MO,"Moberly, MO"
REYNOLDS *,MO,"Ellington, MO"
SALINE,MO,"Saline County, MO"
SCOTLAND,MO,"Memphis, MO"
SHELBY,MO,"Shelbina, MO"
MISSISSIPPI,MO,"Sikeston, MO"
NEW MADRID *,MO,"Sikeston, MO"
PEMISCOT *,MO,"Sikeston, MO"
SCOTT *,MO,"Sikeston, MO"
CHRISTIAN,MO,"Springfield, MO"
DADE,MO,"Springfield, MO"
DALLAS,MO,"Springfield, MO"
GREENE,MO,"Springfield, MO"
LAWRENCE *,MO,"Springfield, MO"
POLK,MO,"Springfield, MO"
WEBSTER,MO,"Springfield, MO"
ANDREW,MO,"Saint Joseph, MO-KS"
BUCHANAN,MO,"Saint Joseph, MO-KS"
CLINTON *,MO,"Saint Joseph, MO-KS"
DEKALB *,MO,"Saint Joseph, MO-KS"
DONIPHAN *,KS,"Saint Joseph, MO-KS"
GENTRY *,MO,"Saint Joseph, MO-KS"
BOND,IL,"Saint Louis, MO-IL"
CALHOUN,IL,"Saint Louis, MO-IL"
CLINTON,IL,"Saint Louis, MO-IL"
CRAWFORD *,MO,"Saint Louis, MO-IL"
FRANKLIN,MO,"Saint Louis, MO-IL"
GASCONADE *,MO,"Saint Louis, MO-IL"
JEFFERSON,MO,"Saint Louis, MO-IL"
JERSEY,IL,"Saint Louis, MO-IL"
LINCOLN,MO,"Saint Louis, MO-IL"
MACOUPIN,IL,"Saint Louis, MO-IL"
STE. GENEVIEVE *,MO,"Sainte Genevieve, MO"
STONE,MO,"Branson, MO"
TANEY,MO,"Branson, MO"
HOWELL,MO,"West Plains-Eminence, MO"
OREGON,MO,"West Plains-Eminence, MO"
SHANNON,MO,"West Plains-Eminence, MO"
FLATHEAD,MT,"Kalispell, MT"
LAKE *,MT,"Kalispell, MT"
LINCOLN,MT,"Kalispell, MT"
BLAINE,MT,"Havre, MT"
CHOUTEAU *,MT,"Havre, MT"
HILL,MT,"Havre, MT"
LIBERTY,MT,"Havre, MT"
PHILLIPS,MT,"Malta, MT"
VALLEY,MT,"Glasgow, MT"
DANIELS,MT,"Plentywood, MT"
SHERIDAN,MT,"Plentywood, MT"
MINERAL *,MT,"Thompson Falls, MT"
SANDERS *,MT,"Thompson Falls, MT"
GRANITE *,MT,"Missoula, MT"
LAKE *,MT,"Missoula, MT"
MINERAL *,MT,"Missoula, MT"
MISSOULA,MT,"Missoula, MT"
POWELL *,MT,"Missoula, MT"
RAVALLI,MT,"Missoula, MT"
SANDERS *,MT,"Missoula, MT"
BROADWATER,MT,"Helena, MT"
JEFFERSON *,MT,"Helena, MT"
LEWIS AND CLARK,MT,"Helena, MT"
MEAGHER,MT,"Helena, MT"
POWELL *,MT,"Helena, MT"
CASCADE,MT,"Great Falls, MT"
CHOUTEAU *,MT,"Great Falls, MT"
GLACIER,MT,"Great Falls, MT"
JUDITH BASIN,MT,"Great Falls, MT"
PONDERA,MT,"Great Falls, MT"
TETON,MT,"Great Falls, MT"
TOOLE,MT,"Great Falls, MT"
FERGUS,MT,"Lewiston, MT"
PETROLEUM,MT,"Lewiston, MT"
CARTER,MT,"Miles City, MT"
CUSTER,MT,"Miles City, MT"
FALLON,MT,"Miles City, MT"
GARFIELD,MT,"Miles City, MT"
POWDER RIVER,MT,"Miles City, MT"
PRAIRIE,MT,"Miles City, MT"
ROSEBUD,MT,"Miles City, MT"
DAWSON,MT,"Glendive, MT"
MCCONE,MT,"Glendive, MT"
WIBAUX,MT,"Glendive, MT"
RICHLAND,MT,"Sidney, MT"
BEAVERHEAD,MT,"Butte, MT"
DEER LODGE,MT,"Butte, MT"
GRANITE *,MT,"Butte, MT"
JEFFERSON *,MT,"Butte, MT"
MADISON,MT,"Butte, MT"
POWELL *,MT,"Butte, MT"
SILVER BOW,MT,"Butte, MT"
GALLATIN,MT,"Bozeman, MT"
PARK,MT,"Bozeman, MT"
BIG HORN,MT,"Billings, MT"
CARBON,MT,"Billings, MT"
GOLDEN VALLEY,MT,"Billings, MT"
MUSSELSHELL,MT,"Billings, MT"
STILLWATER,MT,"Billings, MT"
SWEET GRASS,MT,"Billings, MT"
TREASURE,MT,"Billings, MT"
WHEATLAND,MT,"Billings, MT"
YELLOWSTONE,MT,"Billings, MT"
DOUGLAS,NE,"Omaha-Council Bluffs, NE-IA"
POTTAWATTAMIE *,IA,"Omaha-Council Bluffs, NE-IA"
SARPY *,NE,"Omaha-Council Bluffs, NE-IA"
BOONE,NE,"Columbus, NE"
BUTLER *,NE,"Columbus, NE"
COLFAX,NE,"Columbus, NE"
MERRICK *,NE,"Columbus, NE"
NANCE,NE,"Columbus, NE"
PLATTE,NE,"Columbus, NE"
POLK *,NE,"Columbus, NE"
BURT *,NE,"Cuming County, NE"
CUMING,NE,"Cuming County, NE"
DAWSON,NE,"Dawson County, NE"
GOSPER,NE,"Dawson County, NE"
GAGE,NE,"Gage County, NE"
JEFFERSON,NE,"Gage County, NE"
BOYD,NE,"Holt County, NE"
HOLT,NE,"Holt County, NE"
WHEELER *,NE,"Holt County, NE"
ADAMS,NE,"Hastings, NE"
CLAY,NE,"Hastings, NE"
WEBSTER,NE,"Hastings, NE"
ARTHUR,NE,"Keith County, NE"
KEITH,NE,"Keith County, NE"
PERKINS,NE,"Keith County, NE"
LANCASTER,NE,"Lincoln, NE"
ANTELOPE,NE,"Norfolk, NE"
CEDAR *,NE,"Norfolk, NE"
MADISON,NE,"Norfolk, NE"
PIERCE,NE,"Norfolk, NE"
STANTON,NE,"Norfolk, NE"
WAYNE,NE,"Norfolk, NE"
FURNAS *,NE,"Red Willow County, NE"
RED WILLOW,NE,"Red Willow County, NE"
GARFIELD,NE,"Valley County, NE"
GREELEY *,NE,"Valley County, NE"
LOUP,NE,"Valley County, NE"
VALLEY,NE,"Valley County, NE"
WHEELER *,NE,"Valley County, NE"
BURT *,NE,"Washington County, NE"
WASHINGTON,NE,"Washington County, NE"
FILLMORE,NE,"York County, NE"
POLK *,NE,"York County, NE"
YORK,NE,"York County, NE"
GREELEY *,NE,"Grand Island, NE"
HALL,NE,"Grand Island, NE"
HAMILTON,NE,"Grand Island, NE"
HOWARD,NE,"Grand Island, NE"
MERRICK *,NE,"Grand Island, NE"
CARSON (CITY),NV,"Carson City, NV"
DOUGLAS *,NV,"Carson City, NV"
LYON *,NV,"Carson City, NV"
STOREY,NV,"Carson City, NV"
ELKO *,NV,"Elko, NV"
CHURCHILL,NV,"Fallon, NV"
CLARK *,NV,"Las Vegas, NV"
LYON *,NV,"Reno, NV-CA"
PLUMAS *,CA,"Reno, NV-CA"
SIERRA *,CA,"Reno, NV-CA"
WASHOE *,NV,"Reno, NV-CA"
HUMBOLDT,NV,"Winnemucca, NV"
LYON *,NV,"Yerington, NV"
BELKNAP *,NH,"Concord, NH"
MERRIMACK *,NH,"Concord, NH"
ROCKINGHAM *,NH,"Concord, NH"
HILLSBOROUGH *,NH,"Manchester, NH"
MERRIMACK *,NH,"Manchester, NH"
ROCKINGHAM *,NH,"Manchester, NH"
ROCKINGHAM *,NH,"Portsmouth, NH-ME"
YORK *,ME,"Portsmouth, NH-ME"
CHESHIRE *,NH,"Keene, NH"
GRAFTON *,NH,"Haverhill, NH"
GRAFTON *,NH,"Lebanon, NH-VT"
ORANGE *,VT,"Lebanon, NH-VT"
SULLIVAN *,NH,"Lebanon, NH-VT"
WINDSOR *,VT,"Lebanon, NH-VT"
GRAFTON *,NH,"Plymouth, NH"
BELKNAP *,NH,"Laconia, NH"
CARROLL *,NH,"Conway, NH-ME"
COOS *,NH,"Conway, NH-ME"
GRAFTON *,NH,"Conway, NH-ME"
OXFORD *,ME,"Conway, NH-ME"
SULLIVAN *,NH,"Claremont-Newport, NH"
COOS *,NH,"Littleton, NH-VT"
ESSEX *,VT,"Littleton, NH-VT"
GRAFTON *,NH,"Littleton, NH-VT"
COOS *,NH,"Berlin, NH"
COOS *,NH,"Colebrook, NH-VT"
ESSEX *,VT,"Colebrook, NH-VT"
ATLANTIC,NJ,"Atlantic City, NJ"
CAPE MAY,NJ,"Atlantic City, NJ"
LINCOLN *,NM,"Alamogordo, NM"
OTERO *,NM,"Alamogordo, NM"
BERNALILLO,NM,"Albuquerque, NM"
GUADALUPE,NM,"Albuquerque, NM"
SANDOVAL,NM,"Albuquerque, NM"
TORRANCE,NM,"Albuquerque, NM"
VALENCIA,NM,"Albuquerque, NM"
SANTA FE *,NM,"Santa Fe, NM"
CURRY,NM,"Clovis, NM"
MORA,NM,"Las Vegas, NM"
SAN MIGUEL,NM,"Las Vegas, NM"
GRAHAM,AZ,"Silver City-Safford, NM-AZ"
GRANT,NM,"Silver City-Safford, NM-AZ"
GREENLEE,AZ,"Silver City-Safford, NM-AZ"
HIDALGO *,NM,"Silver City-Safford, NM-AZ"
BERGEN,NJ,"Metro New York City, NY-NJ-CT-PA"
BRONX,NY,"Metro New York City, NY-NJ-CT-PA"
BURLINGTON *,NJ,"Metro New York City, NY-NJ-CT-PA"
COLUMBIA *,NY,"Metro New York City, NY-NJ-CT-PA"
DUTCHESS,NY,"Metro New York City, NY-NJ-CT-PA"
ESSEX,NJ,"Metro New York City, NY-NJ-CT-PA"
FAIRFIELD,CT,"Metro New York City, NY-NJ-CT-PA"
GREENE *,NY,"Metro New York City, NY-NJ-CT-PA"
HUDSON,NJ,"Metro New York City, NY-NJ-CT-PA"
HUNTERDON,NJ,"Metro New York City, NY-NJ-CT-PA"
KINGS,NY,"Metro New York City, NY-NJ-CT-PA"
LITCHFIELD *,CT,"Metro New York City, NY-NJ-CT-PA"
MERCER *,NJ,"Metro New York City, NY-NJ-CT-PA"
MIDDLESEX,NJ,"Metro New York City, NY-NJ-CT-PA"
MONMOUTH,NJ,"Metro New York City, NY-NJ-CT-PA"
MONROE *,PA,"Metro New York City, NY-NJ-CT-PA"
MORRIS,NJ,"Metro New York City, NY-NJ-CT-PA"
NASSAU,NY,"Metro New York City, NY-NJ-CT-PA"
NEW HAVEN *,CT,"Metro New York City, NY-NJ-CT-PA"
NEW YORK,NY,"Metro New York City, NY-NJ-CT-PA"
OCEAN,NJ,"Metro New York City, NY-NJ-CT-PA"
ORANGE,NY,"Metro New York City, NY-NJ-CT-PA"
PASSAIC,NJ,"Metro New York City, NY-NJ-CT-PA"
PIKE,PA,"Metro New York City, NY-NJ-CT-PA"
PUTNAM,NY,"Metro New York City, NY-NJ-CT-PA"
QUEENS,NY,"Metro New York City, NY-NJ-CT-PA"
RICHMOND,NY,"Metro New York City, NY-NJ-CT-PA"
ROCKLAND,NY,"Metro New York City, NY-NJ-CT-PA"
SOMERSET,NJ,"Metro New York City, NY-NJ-CT-PA"
SUFFOLK,NY,"Metro New York City, NY-NJ-CT-PA"
ALBANY,NY,"Albany, NY"
COLUMBIA *,NY,"Albany, NY"
FULTON,NY,"Albany, NY"
GREENE *,NY,"Albany, NY"
HAMILTON,NY,"Albany, NY"
MONTGOMERY,NY,"Albany, NY"
RENSSELAER,NY,"Albany, NY"
SARATOGA,NY,"Albany, NY"
SCHENECTADY,NY,"Albany, NY"
SCHOHARIE,NY,"Albany, NY"
BROOME,NY,"Binghamton, NY-PA"
CHENANGO,NY,"Binghamton, NY-PA"
DELAWARE,NY,"Binghamton, NY-PA"
OTSEGO,NY,"Binghamton, NY-PA"
SUSQUEHANNA *,PA,"Binghamton, NY-PA"
TIOGA,NY,"Binghamton, NY-PA"
ALLEGANY *,NY,"Buffalo, NY"
CATTARAUGUS,NY,"Buffalo, NY"
ERIE,NY,"Buffalo, NY"
GENESEE *,NY,"Buffalo, NY"
NIAGARA,NY,"Buffalo, NY"
ORLEANS *,NY,"Buffalo, NY"
WYOMING *,NY,"Buffalo, NY"
CORTLAND *,NY,"Ithaca, NY"
SCHUYLER *,NY,"Ithaca, NY"
TOMPKINS,NY,"Ithaca, NY"
CHAUTAUQUA *,NY,"Jamestown, NY-PA"
WARREN *,PA,"Jamestown, NY-PA"
CLINTON,NY,"Plattsburgh, NY"
ESSEX *,NY,"Plattsburgh, NY"
ALLEGANY *,NY,"Rochester, NY"
CHEMUNG,NY,"Rochester, NY"
GENESEE *,NY,"Rochester, NY"
LIVINGSTON,NY,"Rochester, NY"
MONROE,NY,"Rochester, NY"
ONTARIO,NY,"Rochester, NY"
ORLEANS *,NY,"Rochester, NY"
SCHUYLER *,NY,"Rochester, NY"
SENECA,NY,"Rochester, NY"
STEUBEN,NY,"Rochester, NY"
SAINT LAWRENCE,NY,"Saint Lawrence, NY"
CAYUGA,NY,"Syracuse, NY"
CHAUTAUQUA *,NY,"Syracuse, NY"
CORTLAND *,NY,"Syracuse, NY"
MADISON *,NY,"Syracuse, NY"
ONONDAGA,NY,"Syracuse, NY"
OSWEGO,NY,"Syracuse, NY"
HERKIMER,NY,"Utica-Rome, NY"
MADISON *,NY,"Utica-Rome, NY"
ONEIDA,NY,"Utica-Rome, NY"
JEFFERSON,NY,"Watertown, NY"
LEWIS,NY,"Watertown, NY"
ESSEX *,NY,"Franklin, NY"
FRANKLIN,NY,"Franklin, NY"
ALLEGHANY,NC,"Alleghany County, NC"
ASHE,NC,"Ashe County, NC"
BUNCOMBE,NC,"Asheville, NC"
HAYWOOD,NC,"Asheville, NC"
HENDERSON,NC,"Asheville, NC"
MADISON,NC,"Asheville, NC"
AVERY,NC,"Avery County, NC"
BERTIE,NC,"Bertie County, NC"
BLADEN,NC,"Bladen County, NC"
ALAMANCE,NC,"Burlington, NC"
CASWELL *,NC,"Burlington, NC"
ANSON,NC,"Charlotte, NC-SC"
CABARRUS,NC,"Charlotte, NC-SC"
CLEVELAND *,NC,"Charlotte, NC-SC"
GASTON,NC,"Charlotte, NC-SC"
IREDELL *,NC,"Charlotte, NC-SC"
LANCASTER,SC,"Charlotte, NC-SC"
LINCOLN,NC,"Charlotte, NC-SC"
MECKLENBURG,NC,"Charlotte, NC-SC"
ROWAN *,NC,"Charlotte, NC-SC"
UNION,NC,"Charlotte, NC-SC"
CHEROKEE,NC,"Cherokee, NC"
CLAY,NC,"Cherokee, NC"
CHOWAN,NC,"Chowan County, NC"
COLUMBUS,NC,"Columbus County, NC"
DARE,NC,"Dare, NC"
HYDE,NC,"Dare, NC"
TYRRELL,NC,"Dare, NC"
DUPLIN *,NC,"Duplin, NC"
CHATHAM,NC,"Durham-Chapel Hill, NC"
DURHAM,NC,"Durham-Chapel Hill, NC"
ORANGE,NC,"Durham-Chapel Hill, NC"
PERSON,NC,"Durham-Chapel Hill, NC"
CAMDEN,NC,"Elizabeth City, NC"
PASQUOTANK,NC,"Elizabeth City, NC"
PERQUIMANS,NC,"Elizabeth City, NC"
CUMBERLAND,NC,"Fayetteville, NC"
HARNETT *,NC,"Fayetteville, NC"
HOKE,NC,"Fayetteville, NC"
DUPLIN *,NC,"Goldsboro, NC"
LENOIR *,NC,"Goldsboro, NC"
WAYNE,NC,"Goldsboro, NC"
DAVIDSON,NC,"Greensboro-High Point, NC"
GUILFORD,NC,"Greensboro-High Point, NC"
RANDOLPH,NC,"Greensboro-High Point, NC"
ROCKINGHAM,NC,"Greensboro-High Point, NC"
BEAUFORT,NC,"Greenville, NC"
GREENE *,NC,"Greenville, NC"
PITT,NC,"Greenville, NC"
HERTFORD,NC,"Hertford County, NC"
ALEXANDER,NC,"Hickory, NC"
BURKE,NC,"Hickory, NC"
CALDWELL,NC,"Hickory, NC"
CATAWBA,NC,"Hickory, NC"
GRAHAM,NC,"Jackson, NC"
JACKSON,NC,"Jackson, NC"
SWAIN,NC,"Jackson, NC"
CARTERET *,NC,"Jacksonville, NC"
ONSLOW,NC,"Jacksonville, NC"
GREENE *,NC,"Kinston, NC"
JONES *,NC,"Kinston, NC"
LENOIR *,NC,"Kinston, NC"
MACON,NC,"Macon County, NC"
MARTIN,NC,"Martin County, NC"
MCDOWELL,NC,"McDowell County, NC"
MITCHELL,NC,"Mitchell County, NC"
YANCEY,NC,"Mitchell County, NC"
MONTGOMERY,NC,"Montgomery County, NC"
MOORE,NC,"Moore County, NC"
CARROLL *,VA,"Mount Airy, NC-VA"
PATRICK *,VA,"Mount Airy, NC-VA"
SURRY,NC,"Mount Airy, NC-VA"
CRAVEN,NC,"New Bern, NC"
JONES *,NC,"New Bern, NC"
PAMLICO,NC,"New Bern, NC"
FRANKLIN,NC,"Raleigh, NC"
GRANVILLE,NC,"Raleigh, NC"
HARNETT *,NC,"Raleigh, NC"
JOHNSTON,NC,"Raleigh, NC"
WAKE,NC,"Raleigh, NC"
RICHMOND,NC,"Richmond County, NC"
HALIFAX,NC,"Roanoke Rapids, NC"
NORTHAMPTON,NC,"Roanoke Rapids, NC"
ROBESON,NC,"Robeson County, NC"
EDGECOMBE,NC,"Rocky Mount, NC"
NASH,NC,"Rocky Mount, NC"
RUTHERFORD,NC,"Rutherford County, NC"
ROWAN *,NC,"Salisbury, NC"
SAMPSON,NC,"Sampson County, NC"
LEE,NC,"Sanford, NC"
SCOTLAND,NC,"Scotland County, NC"
CLEVELAND *,NC,"Shelby, NC"
STANLY,NC,"Stanly County, NC"
IREDELL *,NC,"Statesville, NC"
TRANSYLVANIA,NC,"Transylvania County, NC"
VANCE,NC,"Henderson, NC"
WARREN,NC,"Henderson, NC"
WASHINGTON,NC,"Washington County, NC"
WATAUGA,NC,"Watauga County, NC"
WILKES,NC,"Wilkes County, NC"
BRUNSWICK *,NC,"Wilmington, NC"
NEW HANOVER,NC,"Wilmington, NC"
PENDER,NC,"Wilmington, NC"
DAVIE,NC,"Winston-Salem, NC"
FORSYTH,NC,"Winston-Salem, NC"
STOKES,NC,"Winston-Salem, NC"
YADKIN,NC,"Winston-Salem, NC"
CARTERET *,NC,"Carteret, NC"
WILSON,NC,"Wilson, NC"
DIVIDE,ND,"Crosby, ND"
MCKENZIE,ND,"Williston, ND-MT"
ROOSEVELT *,MT,"Williston, ND-MT"
WILLIAMS,ND,"Williston, ND-MT"
BILLINGS,ND,"Dickinson, ND"
DUNN,ND,"Dickinson, ND"
GOLDEN VALLEY,ND,"Dickinson, ND"
HETTINGER,ND,"Dickinson, ND"
SLOPE,ND,"Dickinson, ND"
STARK,ND,"Dickinson, ND"
BOTTINEAU *,ND,"Minot, ND"
BURKE,ND,"Minot, ND"
MCHENRY *,ND,"Minot, ND"
MOUNTRAIL,ND,"Minot, ND"
PIERCE *,ND,"Minot, ND"
RENVILLE,ND,"Minot, ND"
WARD,ND,"Minot, ND"
BOTTINEAU *,ND,"Bottineau, ND"
MCHENRY *,ND,"Bottineau, ND"
ROLETTE,ND,"Bottineau, ND"
BENSON,ND,"Devils Lake-Cando, ND"
CAVALIER,ND,"Devils Lake-Cando, ND"
PIERCE *,ND,"Devils Lake-Cando, ND"
RAMSEY,ND,"Devils Lake-Cando, ND"
TOWNER,ND,"Devils Lake-Cando, ND"
BURLEIGH,ND,"Bismarck-Mandan, ND"
EMMONS,ND,"Bismarck-Mandan, ND"
GRANT,ND,"Bismarck-Mandan, ND"
KIDDER,ND,"Bismarck-Mandan, ND"
LOGAN,ND,"Bismarck-Mandan, ND"
MCINTOSH,ND,"Bismarck-Mandan, ND"
MCLEAN,ND,"Bismarck-Mandan, ND"
MERCER,ND,"Bismarck-Mandan, ND"
MORTON,ND,"Bismarck-Mandan, ND"
OLIVER,ND,"Bismarck-Mandan, ND"
SHERIDAN *,ND,"Harvey, ND"
WELLS,ND,"Harvey, ND"
BARNES,ND,"Jamestown, ND"
DICKEY *,ND,"Jamestown, ND"
EDDY,ND,"Jamestown, ND"
FOSTER,ND,"Jamestown, ND"
GRIGGS *,ND,"Jamestown, ND"
LAMOURE,ND,"Jamestown, ND"
STEELE *,ND,"Jamestown, ND"
STUTSMAN,ND,"Jamestown, ND"
KITTSON,MN,"Grafton, ND-MN"
MARSHALL *,MN,"Grafton, ND-MN"
PEMBINA,ND,"Grafton, ND-MN"
WALSH,ND,"Grafton, ND-MN"
GRAND FORKS,ND,"Grand Forks, ND-MN"
GRIGGS *,ND,"Grand Forks, ND-MN"
NELSON,ND,"Grand Forks, ND-MN"
POLK,MN,"Grand Forks, ND-MN"
STEELE *,ND,"Grand Forks, ND-MN"
TRAILL *,ND,"Grand Forks, ND-MN"
CASS,ND,"Fargo-Moorhead, ND-MN"
CLAY,MN,"Fargo-Moorhead, ND-MN"
NORMAN,MN,"Fargo-Moorhead, ND-MN"
RANSOM,ND,"Fargo-Moorhead, ND-MN"
RICHLAND *,ND,"Fargo-Moorhead, ND-MN"
STEELE *,ND,"Fargo-Moorhead, ND-MN"
TRAILL *,ND,"Fargo-Moorhead, ND-MN"
RICHLAND *,ND,"Wahpeton, ND-MN"
SARGENT,ND,"Wahpeton, ND-MN"
WILKIN *,MN,"Wahpeton, ND-MN"
ADAMS,ND,"Hettinger, ND"
BOWMAN,ND,"Bowman County, ND"
BOONE,KY,"Cincinnati, OH-IN-KY"
BRACKEN,KY,"Cincinnati, OH-IN-KY"
BROWN,OH,"Cincinnati, OH-IN-KY"
BUTLER,OH,"Cincinnati, OH-IN-KY"
CAMPBELL,KY,"Cincinnati, OH-IN-KY"
CLERMONT,OH,"Cincinnati, OH-IN-KY"
DEARBORN,IN,"Cincinnati, OH-IN-KY"
GALLATIN,KY,"Cincinnati, OH-IN-KY"
GRANT,KY,"Cincinnati, OH-IN-KY"
HAMILTON,OH,"Cincinnati, OH-IN-KY"
GREENUP *,KY,"Portsmouth, OH-KY"
SCIOTO,OH,"Portsmouth, OH-KY"
MEDINA *,OH,"Akron, OH"
PORTAGE *,OH,"Akron, OH"
STARK *,OH,"Akron, OH"
SUMMIT *,OH,"Akron, OH"
WAYNE *,OH,"Akron, OH"
ADAMS,OH,"Adams County, OH"
ASHLAND,OH,"Ashland County, OH"
ASHTABULA,OH,"Ashtabula County, OH"
ATHENS,OH,"Athens, OH"
MEIGS,OH,"Athens, OH"
DARKE,OH,"Darke County, OH"
JACKSON,OH,"Jackson, OH"
VINTON,OH,"Jackson, OH"
KNOX,OH,"Knox County, OH"
GUERNSEY,OH,"Cambridge, OH"
NOBLE,OH,"Cambridge, OH"
CARROLL,OH,"Canton, OH"
MAHONING *,OH,"Canton, OH"
STARK *,OH,"Canton, OH"
AUGLAIZE *,OH,"Celina-Saint Marys, OH"
MERCER,OH,"Celina-Saint Marys, OH"
CUYAHOGA,OH,"Cleveland, OH"
ERIE *,OH,"Cleveland, OH"
GEAUGA,OH,"Cleveland, OH"
LAKE,OH,"Cleveland, OH"
LORAIN,OH,"Cleveland, OH"
MEDINA *,OH,"Cleveland, OH"
PORTAGE *,OH,"Cleveland, OH"
SUMMIT *,OH,"Cleveland, OH"
